PROVRES;SEXO;CAUSA;MAT;GRUPEDAD;CUENTA
18;2;C25;NULL;16_75 a 79;11
34;2;C58;M;06_25 a 29;1
58;2;I85;NULL;13_60 a 64;1
70;2;J64;NULL;13_60 a 64;1
74;2;C16;NULL;16_75 a 79;2
82;1;B37;NULL;17_80 y más;1
50;1;W80;NULL;17_80 y más;1
62;1;R98;NULL;05_20 a 24;1
54;1;C15;NULL;15_70 a 74;7
66;2;C24;NULL;11_50 a 54;1
90;2;I60;NULL;07_30 a 34;1
06;1;V48;NULL;03_10 a 14;1
38;2;C25;NULL;15_70 a 74;4
50;2;C55;NULL;10_45 a 49;4
50;1;I51;NULL;17_80 y más;4
18;1;V64;NULL;13_60 a 64;1
38;1;I50;NULL;09_40 a 44;2
02;1;E85;NULL;15_70 a 74;1
50;1;I10;NULL;10_45 a 49;1
02;2;I42;NULL;15_70 a 74;96
10;1;I50;NULL;14_65 a 69;5
90;1;I60;NULL;14_65 a 69;2
06;1;Y04;NULL;05_20 a 24;1
78;2;N18;NULL;17_80 y más;3
14;2;I60;NULL;16_75 a 79;3
14;1;E10;NULL;10_45 a 49;1
50;2;C57;NULL;14_65 a 69;1
54;2;C16;NULL;13_60 a 64;2
86;2;J22;NULL;08_35 a 39;2
02;1;C32;NULL;10_45 a 49;1
14;2;I50;NULL;15_70 a 74;87
82;1;D37;NULL;14_65 a 69;6
50;2;D46;NULL;13_60 a 64;1
58;1;I71;NULL;17_80 y más;6
18;2;I10;NULL;13_60 a 64;1
02;2;Y34;NULL;15_70 a 74;4
82;2;O03;M;08_35 a 39;1
22;1;C49;NULL;17_80 y más;1
78;1;C15;NULL;11_50 a 54;1
50;1;K65;NULL;16_75 a 79;4
70;1;P22;NULL;01_Menor de 1 año;10
06;1;I61;NULL;11_50 a 54;66
50;2;C53;NULL;11_50 a 54;3
58;2;C15;NULL;11_50 a 54;2
82;2;X70;NULL;17_80 y más;3
99;1;I21;NULL;16_75 a 79;1
66;1;J44;NULL;15_70 a 74;13
66;2;R68;NULL;15_70 a 74;9
34;1;R99;NULL;14_65 a 69;6
06;1;Q26;NULL;01_Menor de 1 año;2
82;2;I49;NULL;11_50 a 54;8
54;2;C43;NULL;13_60 a 64;1
99;1;J96;NULL;08_35 a 39;1
66;2;J98;NULL;01_Menor de 1 año;1
50;2;I34;NULL;17_80 y más;1
02;1;I11;NULL;13_60 a 64;3
22;1;D41;NULL;16_75 a 79;1
70;2;I47;NULL;12_55 a 59;2
70;1;J44;NULL;12_55 a 59;2
90;2;J98;NULL;17_80 y más;114
22;1;R99;NULL;01_Menor de 1 año;4
06;2;E78;NULL;15_70 a 74;1
62;2;J22;NULL;17_80 y más;1
06;2;R99;NULL;11_50 a 54;41
99;1;I21;NULL;13_60 a 64;2
34;2;C56;NULL;14_65 a 69;2
82;2;O98;M;04_15 a 19;1
30;1;J96;NULL;10_45 a 49;4
50;2;I20;NULL;17_80 y más;2
02;1;D75;NULL;16_75 a 79;1
02;2;C38;NULL;15_70 a 74;3
22;1;D37;NULL;15_70 a 74;2
22;1;B90;NULL;14_65 a 69;1
62;1;E11;NULL;14_65 a 69;3
66;2;J84;NULL;17_80 y más;17
78;1;C34;NULL;10_45 a 49;1
06;1;I11;NULL;17_80 y más;350
50;2;J44;NULL;12_55 a 59;4
06;2;C49;NULL;10_45 a 49;3
18;1;K56;NULL;11_50 a 54;1
06;1;G62;NULL;17_80 y más;2
02;1;C67;NULL;16_75 a 79;22
62;1;I64;NULL;13_60 a 64;2
02;1;G93;NULL;01_Menor de 1 año;1
06;2;K65;NULL;13_60 a 64;39
50;2;I61;NULL;13_60 a 64;7
62;1;C81;NULL;12_55 a 59;1
26;2;C73;NULL;16_75 a 79;1
46;2;N18;NULL;11_50 a 54;1
58;1;K81;NULL;17_80 y más;1
06;1;X50;NULL;05_20 a 24;1
14;1;V54;NULL;07_30 a 34;1
18;2;O43;M;07_30 a 34;1
70;1;I24;NULL;16_75 a 79;1
06;1;K42;NULL;15_70 a 74;3
06;1;C92;NULL;04_15 a 19;2
54;2;E10;NULL;17_80 y más;3
30;2;I22;NULL;16_75 a 79;1
50;1;D38;NULL;13_60 a 64;3
70;2;N39;NULL;17_80 y más;15
98;1;X36;NULL;08_35 a 39;1
06;2;C90;NULL;14_65 a 69;8
06;1;G45;NULL;17_80 y más;1
38;2;C53;NULL;14_65 a 69;1
50;2;E11;NULL;15_70 a 74;20
70;1;I67;NULL;15_70 a 74;13
66;1;E14;NULL;15_70 a 74;32
58;1;W67;NULL;02_1 a 9;1
70;1;I35;NULL;17_80 y más;2
42;2;Q90;NULL;01_Menor de 1 año;1
54;1;P24;NULL;01_Menor de 1 año;6
06;1;E46;NULL;14_65 a 69;2
66;1;X74;NULL;09_40 a 44;2
86;2;J45;NULL;12_55 a 59;1
86;1;J80;NULL;17_80 y más;1
10;1;B57;NULL;16_75 a 79;1
18;1;C80;NULL;14_65 a 69;9
06;2;G40;NULL;07_30 a 34;2
50;2;E14;NULL;11_50 a 54;3
70;2;I12;NULL;15_70 a 74;5
78;2;P07;NULL;01_Menor de 1 año;5
02;1;G80;NULL;13_60 a 64;1
42;1;C95;NULL;10_45 a 49;1
82;1;C80;NULL;08_35 a 39;1
02;2;B99;NULL;17_80 y más;1
30;1;K65;NULL;07_30 a 34;2
30;2;K55;NULL;14_65 a 69;1
46;2;J18;NULL;11_50 a 54;4
86;2;I69;NULL;15_70 a 74;1
06;2;V89;NULL;02_1 a 9;4
22;2;C67;NULL;17_80 y más;1
74;1;I61;NULL;11_50 a 54;2
74;1;K25;NULL;15_70 a 74;1
06;2;C02;NULL;12_55 a 59;3
06;2;G82;NULL;03_10 a 14;1
10;2;C23;NULL;14_65 a 69;1
10;1;U07;NULL;07_30 a 34;1
10;2;C56;NULL;09_40 a 44;1
38;1;C60;NULL;12_55 a 59;1
78;1;I21;NULL;09_40 a 44;1
90;2;N18;NULL;17_80 y más;11
99;1;I47;NULL;12_55 a 59;1
70;2;J18;NULL;07_30 a 34;2
38;1;C25;NULL;17_80 y más;3
62;2;G30;NULL;15_70 a 74;1
94;1;C16;NULL;12_55 a 59;1
30;1;R68;NULL;15_70 a 74;18
34;1;J18;NULL;08_35 a 39;7
90;1;C64;NULL;09_40 a 44;2
14;1;X09;NULL;16_75 a 79;1
02;1;A09;NULL;13_60 a 64;1
90;1;B20;NULL;10_45 a 49;1
34;1;C32;NULL;17_80 y más;1
38;2;V23;NULL;07_30 a 34;4
34;1;X20;NULL;10_45 a 49;1
02;1;Y28;NULL;06_25 a 29;2
82;2;C25;NULL;15_70 a 74;33
46;2;I25;NULL;15_70 a 74;1
70;1;I61;NULL;17_80 y más;6
14;1;V27;NULL;04_15 a 19;3
54;2;C56;NULL;13_60 a 64;2
38;1;W84;NULL;12_55 a 59;2
54;1;K66;NULL;17_80 y más;1
06;1;K57;NULL;15_70 a 74;4
06;1;N49;NULL;11_50 a 54;2
02;2;D32;NULL;16_75 a 79;2
18;1;J18;NULL;15_70 a 74;37
74;2;I50;NULL;04_15 a 19;1
06;2;I35;NULL;16_75 a 79;18
18;2;L89;NULL;07_30 a 34;1
98;1;I35;NULL;13_60 a 64;1
30;2;M19;NULL;17_80 y más;1
82;1;K76;NULL;17_80 y más;4
22;2;I26;NULL;10_45 a 49;1
46;1;I67;NULL;10_45 a 49;3
74;1;G20;NULL;17_80 y más;5
06;1;I67;NULL;11_50 a 54;24
06;2;I31;NULL;17_80 y más;8
50;1;J44;NULL;12_55 a 59;6
06;1;E83;NULL;13_60 a 64;2
58;2;C55;NULL;11_50 a 54;1
90;2;J69;NULL;02_1 a 9;4
18;2;X59;NULL;05_20 a 24;3
14;1;C05;NULL;15_70 a 74;1
54;2;X70;NULL;06_25 a 29;7
06;1;D19;NULL;17_80 y más;1
30;2;V48;NULL;08_35 a 39;1
34;2;J18;NULL;04_15 a 19;2
58;2;C25;NULL;11_50 a 54;3
82;2;J70;NULL;08_35 a 39;1
90;1;R96;NULL;06_25 a 29;2
14;1;J18;NULL;11_50 a 54;23
14;1;C04;NULL;15_70 a 74;1
46;2;U07;NULL;17_80 y más;45
66;2;N18;NULL;10_45 a 49;2
78;2;X99;NULL;16_75 a 79;1
34;2;C53;NULL;13_60 a 64;8
66;2;G37;NULL;16_75 a 79;1
06;1;Y20;NULL;14_65 a 69;28
06;2;E46;NULL;14_65 a 69;3
58;1;I71;NULL;15_70 a 74;5
14;1;M72;NULL;15_70 a 74;1
70;2;U07;NULL;13_60 a 64;7
62;1;Y21;NULL;11_50 a 54;1
50;2;G40;NULL;07_30 a 34;2
66;2;G71;NULL;15_70 a 74;1
66;1;V50;NULL;12_55 a 59;1
22;2;J84;NULL;14_65 a 69;2
58;2;K81;NULL;17_80 y más;2
82;1;K38;NULL;17_80 y más;1
74;1;I44;NULL;14_65 a 69;1
50;2;E05;NULL;10_45 a 49;1
54;2;G20;NULL;17_80 y más;3
58;1;I21;NULL;09_40 a 44;3
06;2;Y26;NULL;05_20 a 24;7
14;2;K85;NULL;12_55 a 59;2
50;2;C41;NULL;08_35 a 39;1
66;1;G30;NULL;16_75 a 79;1
06;1;D47;NULL;15_70 a 74;5
50;1;K76;NULL;13_60 a 64;3
66;1;C71;NULL;06_25 a 29;1
54;1;J69;NULL;01_Menor de 1 año;4
22;1;N18;NULL;06_25 a 29;1
62;2;I67;NULL;14_65 a 69;1
82;2;V27;NULL;07_30 a 34;1
22;2;A09;NULL;17_80 y más;4
74;1;G82;NULL;12_55 a 59;1
06;2;J84;NULL;99_Sin especificar;1
02;2;J43;NULL;17_80 y más;8
14;1;C41;NULL;17_80 y más;1
46;1;E11;NULL;12_55 a 59;2
82;2;K80;NULL;12_55 a 59;1
90;1;R96;NULL;15_70 a 74;8
06;2;C16;NULL;13_60 a 64;31
06;2;N39;NULL;09_40 a 44;4
06;2;Y19;NULL;07_30 a 34;1
14;1;X59;NULL;15_70 a 74;3
38;1;G20;NULL;16_75 a 79;1
38;1;J96;NULL;11_50 a 54;4
38;1;C38;NULL;02_1 a 9;1
30;1;B20;NULL;10_45 a 49;1
58;2;C23;NULL;17_80 y más;3
62;2;C22;NULL;12_55 a 59;1
70;2;Q24;NULL;01_Menor de 1 año;1
02;2;E66;NULL;17_80 y más;1
14;2;V22;NULL;06_25 a 29;1
46;1;J18;NULL;02_1 a 9;1
82;2;C73;NULL;09_40 a 44;1
06;2;E16;NULL;15_70 a 74;3
34;1;E11;NULL;14_65 a 69;11
42;1;C44;NULL;12_55 a 59;1
06;2;Q92;NULL;01_Menor de 1 año;1
06;2;J45;NULL;09_40 a 44;1
22;1;Q03;NULL;03_10 a 14;1
06;2;J81;NULL;15_70 a 74;45
58;2;I10;NULL;14_65 a 69;3
58;2;N18;NULL;17_80 y más;1
14;1;N28;NULL;12_55 a 59;2
14;2;C25;NULL;07_30 a 34;1
18;1;K66;NULL;13_60 a 64;1
54;1;E86;NULL;12_55 a 59;1
62;1;W19;NULL;16_75 a 79;2
14;2;I11;NULL;11_50 a 54;2
18;2;K85;NULL;16_75 a 79;1
18;2;D41;NULL;13_60 a 64;1
34;1;K92;NULL;08_35 a 39;2
62;1;W33;NULL;09_40 a 44;1
70;2;C15;NULL;14_65 a 69;1
06;1;K92;NULL;17_80 y más;229
22;2;V48;NULL;03_10 a 14;1
22;1;V23;NULL;09_40 a 44;1
14;1;K81;NULL;15_70 a 74;1
30;2;C38;NULL;12_55 a 59;1
58;1;V44;NULL;11_50 a 54;1
54;1;C85;NULL;05_20 a 24;1
58;2;C80;NULL;14_65 a 69;4
34;1;C07;NULL;17_80 y más;1
82;1;C34;NULL;17_80 y más;95
22;1;I50;NULL;10_45 a 49;1
30;1;W87;NULL;04_15 a 19;1
50;1;X99;NULL;12_55 a 59;1
06;2;N13;NULL;13_60 a 64;1
02;1;I48;NULL;16_75 a 79;1
62;2;U07;NULL;02_1 a 9;1
82;2;X59;NULL;13_60 a 64;6
82;2;V44;NULL;09_40 a 44;1
06;1;D02;NULL;13_60 a 64;1
10;1;C16;NULL;14_65 a 69;5
10;2;D43;NULL;10_45 a 49;2
22;1;A04;NULL;11_50 a 54;1
06;1;J20;NULL;17_80 y más;7
06;2;C92;NULL;14_65 a 69;8
50;2;C26;NULL;17_80 y más;1
50;1;I50;NULL;08_35 a 39;1
82;2;K26;NULL;15_70 a 74;1
82;2;N04;NULL;01_Menor de 1 año;2
10;2;C50;NULL;15_70 a 74;4
42;1;C76;NULL;16_75 a 79;1
50;1;J18;NULL;02_1 a 9;2
62;1;Y34;NULL;10_45 a 49;1
66;2;A09;NULL;15_70 a 74;3
14;1;Y14;NULL;16_75 a 79;1
18;1;C69;NULL;17_80 y más;1
50;1;G20;NULL;14_65 a 69;4
82;2;Y20;NULL;14_65 a 69;1
06;2;C01;NULL;16_75 a 79;2
06;1;C02;NULL;09_40 a 44;1
22;2;D37;NULL;17_80 y más;3
82;1;I48;NULL;17_80 y más;16
02;1;A04;NULL;16_75 a 79;1
98;1;B49;NULL;15_70 a 74;1
14;2;C49;NULL;06_25 a 29;2
66;1;A41;NULL;17_80 y más;42
90;2;C56;NULL;07_30 a 34;1
06;2;X09;NULL;99_Sin especificar;3
14;1;K26;NULL;12_55 a 59;1
06;1;V29;NULL;08_35 a 39;2
18;2;C54;NULL;15_70 a 74;1
94;2;I67;NULL;15_70 a 74;2
18;1;X74;NULL;04_15 a 19;2
06;2;D58;NULL;17_80 y más;2
06;1;E87;NULL;12_55 a 59;5
42;2;C80;NULL;16_75 a 79;5
06;2;F01;NULL;16_75 a 79;3
42;2;C50;NULL;15_70 a 74;6
06;2;N28;NULL;02_1 a 9;1
54;1;K70;NULL;16_75 a 79;2
58;2;M05;NULL;17_80 y más;1
70;2;G80;NULL;03_10 a 14;2
74;2;C26;NULL;15_70 a 74;1
50;2;C24;NULL;16_75 a 79;5
86;1;W13;NULL;04_15 a 19;1
06;2;D75;NULL;02_1 a 9;1
74;2;C22;NULL;13_60 a 64;1
22;1;I95;NULL;12_55 a 59;1
06;2;M34;NULL;14_65 a 69;2
46;2;C55;NULL;16_75 a 79;1
58;2;G30;NULL;15_70 a 74;2
82;1;K75;NULL;09_40 a 44;1
90;1;I30;NULL;14_65 a 69;1
62;1;Q23;NULL;01_Menor de 1 año;1
10;1;A41;NULL;10_45 a 49;2
86;1;I74;NULL;12_55 a 59;1
06;1;K56;NULL;08_35 a 39;2
14;2;J45;NULL;13_60 a 64;1
18;1;R99;NULL;05_20 a 24;8
62;1;G30;NULL;17_80 y más;17
82;1;X47;NULL;05_20 a 24;2
22;2;R99;NULL;07_30 a 34;2
54;1;C44;NULL;12_55 a 59;1
70;1;D64;NULL;15_70 a 74;3
86;1;J18;NULL;14_65 a 69;23
14;2;X09;NULL;14_65 a 69;2
18;1;E10;NULL;12_55 a 59;1
54;1;C18;NULL;11_50 a 54;8
38;1;R95;NULL;01_Menor de 1 año;1
22;1;C34;NULL;14_65 a 69;23
18;1;C04;NULL;09_40 a 44;1
58;2;B22;NULL;11_50 a 54;1
54;1;Y83;NULL;06_25 a 29;1
02;1;C95;NULL;07_30 a 34;1
26;1;Q27;NULL;02_1 a 9;1
78;1;E14;NULL;15_70 a 74;7
54;2;U07;NULL;12_55 a 59;12
82;1;E43;NULL;16_75 a 79;1
14;1;C20;NULL;13_60 a 64;4
90;2;J46;NULL;12_55 a 59;1
06;1;I21;NULL;13_60 a 64;503
02;2;J06;NULL;14_65 a 69;1
62;1;Y24;NULL;14_65 a 69;1
02;1;C49;NULL;14_65 a 69;2
22;1;J43;NULL;16_75 a 79;1
58;2;G80;NULL;07_30 a 34;2
70;2;V48;NULL;04_15 a 19;1
14;2;K63;NULL;07_30 a 34;1
78;1;I49;NULL;15_70 a 74;4
82;1;C11;NULL;12_55 a 59;1
82;2;Q21;NULL;05_20 a 24;1
06;1;N12;NULL;16_75 a 79;2
22;2;K72;NULL;10_45 a 49;1
14;2;R09;NULL;10_45 a 49;5
50;1;J18;NULL;04_15 a 19;2
02;2;N39;NULL;12_55 a 59;4
58;2;C23;NULL;10_45 a 49;2
66;2;N39;NULL;03_10 a 14;1
38;2;R99;NULL;01_Menor de 1 año;1
06;1;D64;NULL;14_65 a 69;8
14;1;X70;NULL;06_25 a 29;16
62;1;R68;NULL;17_80 y más;20
94;2;J44;NULL;16_75 a 79;3
18;1;P52;NULL;01_Menor de 1 año;3
10;1;I49;NULL;10_45 a 49;3
34;2;K76;NULL;08_35 a 39;1
34;1;E14;NULL;12_55 a 59;6
38;1;C64;NULL;11_50 a 54;2
86;2;D61;NULL;17_80 y más;1
06;2;G35;NULL;14_65 a 69;3
78;2;C50;NULL;10_45 a 49;1
02;1;I61;NULL;12_55 a 59;7
18;9;U07;NULL;17_80 y más;1
58;1;I67;NULL;15_70 a 74;12
99;1;K72;NULL;99_Sin especificar;3
02;2;Y26;NULL;08_35 a 39;1
70;2;C67;NULL;15_70 a 74;1
66;2;L08;NULL;15_70 a 74;2
06;2;C38;NULL;14_65 a 69;7
62;1;C18;NULL;16_75 a 79;9
74;2;C51;NULL;10_45 a 49;1
06;1;B24;NULL;14_65 a 69;10
14;2;J98;NULL;17_80 y más;99
86;1;W18;NULL;17_80 y más;1
22;1;I51;NULL;12_55 a 59;2
82;1;I21;NULL;15_70 a 74;98
82;1;D48;NULL;08_35 a 39;1
82;2;Y10;NULL;04_15 a 19;1
82;1;I50;NULL;07_30 a 34;1
06;1;I33;NULL;07_30 a 34;1
42;1;X74;NULL;06_25 a 29;1
06;2;G40;NULL;09_40 a 44;2
06;1;J22;NULL;17_80 y más;1
18;2;C76;NULL;09_40 a 44;2
54;2;E14;NULL;07_30 a 34;1
54;2;J18;NULL;04_15 a 19;3
06;1;C33;NULL;14_65 a 69;1
94;1;I21;NULL;12_55 a 59;2
58;1;W87;NULL;03_10 a 14;1
66;1;C24;NULL;11_50 a 54;2
66;2;C50;NULL;16_75 a 79;17
06;1;L89;NULL;99_Sin especificar;1
46;2;I50;NULL;16_75 a 79;8
30;2;E14;NULL;13_60 a 64;9
30;2;W68;NULL;02_1 a 9;1
78;2;K72;NULL;09_40 a 44;1
26;1;C71;NULL;09_40 a 44;1
38;1;C34;NULL;09_40 a 44;2
90;1;X09;NULL;17_80 y más;3
82;2;C48;NULL;16_75 a 79;1
06;1;G98;NULL;17_80 y más;1
22;2;J96;NULL;11_50 a 54;1
50;2;I27;NULL;13_60 a 64;1
82;1;X74;NULL;08_35 a 39;3
02;1;B44;NULL;16_75 a 79;1
42;2;J84;NULL;17_80 y más;6
02;1;K25;NULL;13_60 a 64;3
18;2;I11;NULL;14_65 a 69;3
38;1;V44;NULL;09_40 a 44;3
50;1;V89;NULL;07_30 a 34;1
06;2;K55;NULL;11_50 a 54;2
06;1;G93;NULL;08_35 a 39;3
02;1;I72;NULL;17_80 y más;2
14;1;K31;NULL;11_50 a 54;1
38;2;L89;NULL;14_65 a 69;2
50;2;C50;NULL;11_50 a 54;24
18;1;V24;NULL;08_35 a 39;2
50;2;O96;T;06_25 a 29;1
90;2;C54;NULL;14_65 a 69;3
22;2;I24;NULL;12_55 a 59;1
34;1;N18;NULL;08_35 a 39;1
38;1;E46;NULL;17_80 y más;11
10;1;E46;NULL;17_80 y más;4
14;2;I77;NULL;16_75 a 79;1
18;1;J18;NULL;03_10 a 14;1
58;1;E66;NULL;12_55 a 59;2
70;1;E11;NULL;15_70 a 74;7
90;2;K72;NULL;14_65 a 69;6
10;1;C80;NULL;15_70 a 74;2
14;1;D46;NULL;12_55 a 59;1
86;1;W69;NULL;04_15 a 19;1
86;2;G03;NULL;09_40 a 44;1
06;2;J15;NULL;17_80 y más;272
38;2;R99;NULL;05_20 a 24;1
06;2;C73;NULL;17_80 y más;10
74;1;W13;NULL;14_65 a 69;2
82;1;Y89;NULL;13_60 a 64;1
50;1;I61;NULL;16_75 a 79;18
58;1;I85;NULL;13_60 a 64;1
06;2;J85;NULL;09_40 a 44;1
34;2;E15;NULL;17_80 y más;1
42;2;C96;NULL;15_70 a 74;1
90;1;I33;NULL;17_80 y más;1
06;1;C41;NULL;99_Sin especificar;2
18;2;V48;NULL;14_65 a 69;2
78;2;I21;NULL;09_40 a 44;2
26;1;C25;NULL;11_50 a 54;1
18;1;I64;NULL;09_40 a 44;1
62;2;V44;NULL;05_20 a 24;1
82;2;J69;NULL;11_50 a 54;1
06;2;C15;NULL;15_70 a 74;37
66;2;L08;NULL;13_60 a 64;3
82;1;C85;NULL;15_70 a 74;8
62;2;E14;NULL;13_60 a 64;3
58;1;V13;NULL;14_65 a 69;1
82;2;J81;NULL;14_65 a 69;3
94;2;K22;NULL;13_60 a 64;1
90;1;C85;NULL;07_30 a 34;1
14;1;J15;NULL;01_Menor de 1 año;1
06;2;A05;NULL;17_80 y más;1
34;1;Y83;NULL;08_35 a 39;2
66;2;J22;NULL;16_75 a 79;1
82;1;C26;NULL;17_80 y más;5
22;1;K80;NULL;10_45 a 49;2
30;1;Y20;NULL;13_60 a 64;1
82;2;B24;NULL;12_55 a 59;2
38;2;Y04;NULL;11_50 a 54;1
58;1;V48;NULL;04_15 a 19;1
34;1;C43;NULL;14_65 a 69;1
50;2;L10;NULL;17_80 y más;1
82;1;R64;NULL;16_75 a 79;1
30;2;C64;NULL;12_55 a 59;1
46;1;I42;NULL;14_65 a 69;2
18;1;D41;NULL;15_70 a 74;1
50;2;G80;NULL;03_10 a 14;3
58;2;U07;NULL;14_65 a 69;9
82;1;I99;NULL;05_20 a 24;1
02;1;J96;NULL;12_55 a 59;5
18;2;I11;NULL;10_45 a 49;1
98;1;K70;NULL;16_75 a 79;1
30;1;W69;NULL;11_50 a 54;1
50;2;X70;NULL;15_70 a 74;2
66;2;D59;NULL;17_80 y más;1
78;1;I49;NULL;13_60 a 64;2
